"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-","GP","FGM","FGA","3PTM","FTM","FTA","PTS","OREB","DREB","AST","ST","BLK","TO"
"James Harden","HOU","PG,SG,G,SF,Flx","1","NOP","@SAC Mon 10:00PM","1778","61.31","100%","+0.1%","29","324","721","149","327","372","1,124","30","138","218","54","21","142"
"Giannis Antetokounmpo","MIL","SF,PF,Flx","2","IND","","1758","58.6","100%","-0.1%","30","344","608","52","189","316","929","80","307","169","39","36","110"
"LeBron James","LAL","PG,G,SF,PF,Flx","3","LAL","","1583","54.59","100%","+0.1%","29","289","583","64","105","155","747","29","189","308","35","16","116"
"Anthony Davis","LAL","PF,C,Flx","4","MIL","","1472","52.57","100%","0%","28","274","549","31","201","235","780","71","193","91","39","75","66"
"Andre Drummond","DET","PF,C,Flx","5","NOP","PHI Mon 7:00PM","1430.5","51.09","100%","0%","28","207","383","0","81","131","495","128","331","80","56","50","104"
"Luka Doncic","DAL","PG,G,SF,Flx","6","LAC","","1427.5","57.1","100%","+0.1%","25","236","491","76","184","229","732","32","207","222","30","3","109"
"Trae Young","ATL","PG,G,Flx","7","PHX","@CLE Mon 7:00PM","1371.5","47.29","100%","+0.1%","29","276","622","99","190","223","841","15","111","244","34","2","137"
"Damian Lillard","POR","PG,G,Flx","8","CLV","NO Mon 10:00PM","1300","46.43","100%","0%","28","237","529","94","186","208","754","13","105","211","27","12","83"
"Bradley Beal","WAS","SG,G,Flx","9","GSW","@NY Mon 7:00PM","1274.5","45.52","99%","+0.4%","28","267","601","75","181","216","790","30","109","195","30","8","97"
"Nikola Jokic","DEN","PF,C,Flx","10","MIN","@PHO Mon 9:00PM","1270.5","45.38","100%","0%","28","195","398","32","62","77","484","62","217","189","27","18","69"
"Karl-Anthony Towns","MIN","C,Flx","11","NOP","@GS Mon 10:30PM","1261.5","54.85","100%","0%","23","207","403","82","113","142","609","63","206","101","24","29","72"
"Devonte Graham","CHA","PG,SG,G,Flx","12","SAS","","1261","38.21","89%","+0.8%","33","201","521","125","110","138","637","32","91","246","27","10","98"
"Domantas Sabonis","IND","PF,C,Flx","13","UTA","TOR Mon 7:00PM","1240","44.29","100%","0%","28","200","390","8","95","125","503","94","281","111","22","17","75"
"Bam Adebayo","MIA","PF,C,Flx","14","POR","UTA Mon 7:30PM","1204","41.52","100%","+0.2%","29","168","292","1","116","171","453","71","235","133","42","35","86"
"Joel Embiid","PHI","PF,C,Flx","15","LAC","@DET Mon 7:00PM","1197","47.88","100%","+0.1%","25","187","403","28","175","213","577","66","254","81","22","34","77"
"Ben Simmons","PHI","PG,G,SF,Flx","16","PHX","@DET Mon 7:00PM","1186","40.9","99%","+0.4%","29","168","299","2","77","131","415","45","151","238","64","18","109"
"Russell Westbrook","HOU","PG,G,Flx","17","DET","@SAC Mon 10:00PM","1182","45.46","99%","0%","26","228","531","31","131","168","618","41","167","188","42","10","117"
"Hassan Whiteside","POR","C,Flx","18","POR","NO Mon 10:00PM","1169.5","43.31","99%","+0.2%","27","176","288","1","71","92","424","100","262","35","12","73","54"
"Pascal Siakam","TOR","PF,Flx","19","POR","@IND Mon 7:00PM","1166","43.19","100%","-0.1%","27","253","554","67","104","128","677","38","179","97","26","26","72"
"Zach LaVine","CHI","PG,SG,G,Flx","20","DAL","@ORL Mon 7:00PM","1125.5","36.31","100%","-0.1%","31","246","564","95","143","174","730","23","115","121","41","13","105"
"Rudy Gobert","UTA","C,Flx","21","UTA","@MIA Mon 7:30PM","1119","41.44","100%","0%","27","152","226","0","97","157","401","97","283","42","20","49","60"
"Jrue Holiday","NO","PG,SG,G,Flx","22","WAS","@POR Mon 10:00PM","1113","39.75","98%","+0.6%","28","221","504","53","55","82","550","39","103","183","47","21","90"
"Jimmy Butler","MIA","SG,G,SF,Flx","23","DET","UTA Mon 7:30PM","1106.5","44.26","100%","-0.1%","25","149","343","24","188","228","510","46","114","170","53","16","66"
"Donovan Mitchell","UTA","PG,SG,G,Flx","24","MIA","@MIA Mon 7:30PM","1083.5","37.36","100%","+0.1%","29","272","599","63","123","145","730","25","110","113","33","9","70"
"Montrezl Harrell","LAC","PF,C,Flx","25","PHI","","1082","33.81","100%","+0.1%","32","249","435","0","110","167","608","93","147","62","24","37","59"
"CJ McCollum","POR","PG,SG,G,Flx","26","PHI","NO Mon 10:00PM","1079","35.97","99%","-0.3%","30","265","581","82","61","75","673","24","111","111","25","24","63"
"Tobias Harris","PHI","SF,PF,Flx","27","MIA","@DET Mon 7:00PM","1076","34.71","98%","+0.1%","31","235","485","43","82","105","595","24","182","99","26","24","58"
"Brandon Ingram","NO","SG,G,SF,PF,Flx","28","ATL","@POR Mon 10:00PM","1074","41.31","99%","+0.2%","26","235","479","57","130","155","657","23","158","98","21","21","77"
"Clint Capela","HOU","PF,C,Flx","29","UTA","@SAC Mon 10:00PM","1063.5","42.54","100%","+0.2%","25","160","243","0","29","65","349","101","263","30","23","48","42"
"Kawhi Leonard","LAC","SG,G,SF,Flx","30","CHI","","1062","46.17","100%","+0.2%","23","206","447","39","136","156","587","25","155","117","42","14","80"
"Chris Paul","OKC","PG,G,Flx","31","WAS","","1054.5","36.36","97%","+0.1%","29","154","327","46","112","125","466","9","120","183","47","5","52"
"Kristaps Porzingis","DAL","PF,C,Flx","32","GSW","","1045.5","37.34","99%","+0.5%","28","176","435","58","83","114","493","53","216","39","16","60","43"
"Terry Rozier","CHA","PG,SG,G,Flx","33","ATL","","1043.5","31.62","98%","+0.1%","33","204","497","83","80","95","571","28","122","139","41","7","86"
"Spencer Dinwiddie","BKN","PG,SG,G,Flx","34","OKC","","1041.5","35.91","98%","-0.1%","29","219","503","56","163","195","657","7","76","180","25","12","78"
"Jayson Tatum","BOS","SF,PF,Flx","35","LAC","","1031.5","38.2","100%","+0.2%","27","212","505","68","92","109","584","31","161","75","37","22","58"
"Kemba Walker","BOS","PG,G,Flx","36","MIL","","1025","39.42","99%","-0.1%","26","191","446","97","109","124","588","21","85","140","23","15","62"
"Devin Booker","PHO","PG,SG,G,Flx","37","PHX","DEN Mon 9:00PM","1024","39.38","100%","-0.1%","26","225","447","54","134","148","638","18","86","166","16","8","100"
"Malcolm Brogdon","IND","PG,SG,G,Flx","38","PHI","TOR Mon 7:00PM","984","37.85","99%","+0.1%","26","171","378","37","98","105","477","17","101","198","23","5","71"
"Jarrett Allen","BKN","PF,C,Flx","39","ORL","","982","33.86","99%","+0.2%","29","141","213","0","75","122","357","105","201","39","21","40","34"
"Julius Randle","NY","PF,C,Flx","40","MIL","WAS Mon 7:00PM","972","32.4","100%","-0.2%","30","190","427","28","112","166","520","69","194","98","20","3","86"
"Buddy Hield","SAC","SG,G,Flx","41","WAS","HOU Mon 10:00PM","962.5","33.19","100%","+0.1%","29","221","527","109","47","56","598","28","121","84","25","9","73"
"DeMar DeRozan","SA","SG,G,SF,Flx","42","SAS","@MEM Mon 8:00PM","961","34.32","98%","-0.4%","28","222","445","5","130","161","579","16","136","132","25","12","73"
"Lou Williams","LAC","PG,SG,G,Flx","43","WAS","","952","31.73","100%","+0.2%","30","194","464","54","144","170","586","12","78","184","18","4","91"
"Tristan Thompson","CLE","PF,C,Flx","44","DAL","ATL Mon 7:00PM","950","33.93","94%","-0.3%","28","161","311","3","45","82","370","116","165","66","22","29","50"
"LaMarcus Aldridge","SA","PF,C,Flx","45","IND","@MEM Mon 8:00PM","945.5","36.37","99%","+0.1%","26","196","390","14","77","93","483","54","136","63","17","48","39"
"Wendell Carter Jr.","CHI","C,Flx","46","POR","@ORL Mon 7:00PM","943.5","30.44","98%","+0.2%","31","142","256","3","82","114","369","106","197","33","25","29","48"
"Richaun Holmes","SAC","PF,C,Flx","47","WAS","HOU Mon 10:00PM","912","31.45","86%","+0.1%","29","152","229","0","56","69","360","86","155","28","31","39","32"
"Kevin Love","CLE","PF,C,Flx","48","DET","ATL Mon 7:00PM","911","36.44","98%","+0.1%","25","129","292","56","88","104","402","24","247","70","15","9","68"
"Jamal Murray","DEN","PG,SG,G,Flx","49","DEN","@PHO Mon 9:00PM","908.5","32.45","100%","+0.2%","28","183","422","46","77","86","489","26","97","125","39","8","63"
"Al Horford","PHI","PF,C,Flx","50","SAS","@DET Mon 7:00PM","908","33.63","97%","-0.2%","27","148","317","37","25","37","358","47","134","103","29","28","34"
"Andrew Wiggins","MIN","SG,G,SF,Flx","51","BOS","@GS Mon 10:30PM","903.5","37.65","98%","0%","24","226","492","54","98","131","604","30","93","76","18","28","55"
"Fred VanVleet","TOR","PG,SG,G,Flx","52","DAL","@IND Mon 7:00PM","903","37.62","99%","-0.4%","24","134","339","60","95","110","423","5","90","164","46","3","58"
"Lauri Markkanen","CHI","PF,Flx","53","MIA","@ORL Mon 7:00PM","896","28.9","100%","-0.1%","31","152","369","62","93","113","459","34","180","53","28","19","58"
"Kelly Oubre Jr.","PHO","SF,Flx","54","POR","DEN Mon 9:00PM","894.5","30.84","99%","0%","29","182","405","46","106","134","516","35","136","43","40","24","48"
"Jabari Parker","ATL","SF,PF,Flx","55","PHI","@CLE Mon 7:00PM","888.5","29.62","92%","-1.8%","30","193","381","31","52","71","469","52","137","55","41","15","58"
"Shai Gilgeous-Alexander","OKC","PG,SG,G,Flx","56","IND","","887","30.59","99%","0%","29","200","447","38","115","143","553","18","128","87","30","13","62"
"Jonas Valanciunas","MEM","C,Flx","57","UTA","SA Mon 8:00PM","881.5","32.65","98%","+1%","27","160","278","16","42","58","378","73","193","50","8","26","58"
"Ricky Rubio","PHO","PG,G,Flx","58","WAS","DEN Mon 9:00PM","879.5","38.24","98%","+0.1%","23","113","283","26","61","72","313","18","90","217","29","4","51"
"Steven Adams","OKC","C,Flx","59","MIA","","865","33.27","97%","-0.8%","26","131","210","0","36","74","298","89","168","72","13","32","42"
"Jonathan Isaac","ORL","SF,PF,Flx","60","DAL","CHI Mon 7:00PM","863","31.96","99%","+0.3%","27","127","279","29","50","62","333","43","145","35","34","69","42"
"Will Barton","DEN","SG,G,SF,Flx","61","ORL","@PHO Mon 9:00PM","857","32.96","91%","-0.6%","26","145","320","45","45","60","380","42","141","88","30","10","37"
"Evan Fournier","ORL","SG,G,SF,Flx","62","DET","CHI Mon 7:00PM","850","29.31","95%","+0.2%","29","201","422","80","87","106","569","4","73","94","27","5","55"
"Eric Bledsoe","MIL","PG,SG,G,Flx","63","HOU","","849","32.65","99%","-0.2%","26","147","308","32","65","80","391","21","107","147","22","12","60"
"Bojan Bogdanovic","UTA","SG,G,SF,PF,Flx","64","DAL","@MIA Mon 7:30PM","846","30.21","98%","+0.7%","28","196","433","93","109","123","594","17","109","60","18","4","81"
"Jaren Jackson Jr.","MEM","PF,C,Flx","65","CLV","SA Mon 8:00PM","843.5","29.09","99%","+0.1%","29","181","388","72","71","91","505","29","105","43","19","38","54"
"Paul George","LAC","SF,PF,Flx","66","PHX","","842","40.1","99%","+0.3%","21","167","375","79","95","105","508","9","113","77","32","9","75"
"Tomas Satoransky","CHI","PG,SG,G,Flx","67","DAL","@ORL Mon 7:00PM","835","26.94","85%","+0.5%","31","109","244","35","48","55","301","28","84","165","46","5","66"
"Marcus Morris Sr.","NY","SF,PF,Flx","68","POR","WAS Mon 7:00PM","833","29.75","92%","0%","28","168","390","75","105","123","516","31","125","39","24","13","49"
"Dennis Schroder","OKC","PG,G,Flx","69","SAS","","832.5","28.71","92%","+0.9%","29","199","425","50","77","91","525","8","106","109","21","10","86"
"Jaylen Brown","BOS","SG,G,SF,Flx","70","UTA","","832","34.67","99%","+0.5%","24","178","353","47","71","95","474","25","143","57","27","9","46"
"Davis Bertans","WAS","PF,C,Flx","71","WAS","@NY Mon 7:00PM","827.5","29.55","89%","-1.1%","28","142","316","105","42","47","431","25","113","48","18","18","22"
"Nemanja Bjelica","SAC","PF,Flx","72","BOS","HOU Mon 10:00PM","827.5","28.53","71%","-3.2%","29","129","271","51","24","26","333","48","132","80","27","16","45"
"Danilo Gallinari","OKC","SF,PF,Flx","73","GSW","","824.5","30.54","98%","-0.2%","27","150","347","75","112","124","487","14","139","59","19","4","39"
"Dario Saric","PHO","PF,C,Flx","74","OKC","DEN Mon 9:00PM","811","27.97","90%","0%","29","124","277","47","41","47","336","49","164","62","23","10","40"
"Ja Morant","MEM","PG,G,Flx","75","GSW","SA Mon 8:00PM","796.5","33.19","99%","0%","24","161","346","23","92","116","437","18","58","159","28","8","78"
"Luke Kennard","DET","SG,G,SF,Flx","76","SAC","PHI Mon 7:00PM","795","28.39","89%","-2%","28","151","342","73","67","75","442","9","89","115","12","6","43"
"Miles Bridges","CHA","SF,Flx","77","ORL","","790","23.94","93%","-0.5%","33","156","355","51","42","54","405","37","132","57","20","25","53"
"P.J. Tucker","HOU","SF,PF,Flx","78","SAS","@SAC Mon 10:00PM","787.5","27.16","85%","+0.9%","29","98","201","56","23","30","275","44","165","39","38","15","31"
"Khris Middleton","MIL","SG,G,SF,Flx","79","PHI","","785.5","32.73","96%","+0.3%","24","160","329","49","62","70","431","20","110","85","23","5","47"
"Cody Zeller","CHA","PF,C,Flx","80","DET","","785","26.17","84%","+1.4%","30","137","252","15","64","95","353","90","143","38","18","14","45"
"Kendrick Nunn","MIA","PG,SG,G,Flx","81","POR","UTA Mon 7:30PM","783","27","83%","+0.8%","29","189","417","63","36","46","477","9","71","104","30","7","58"
"Taurean Prince","BKN","SF,PF,Flx","82","WAS","","778","26.83","88%","-0.7%","29","130","341","71","29","38","360","24","167","64","26","12","60"
"Harrison Barnes","SAC","SF,PF,Flx","83","BRK","HOU Mon 10:00PM","776.5","26.78","89%","-1.4%","29","158","350","41","103","127","460","30","116","68","22","5","42"
"Jae Crowder","MEM","SF,PF,Flx","84","DAL","SA Mon 8:00PM","772","26.62","71%","-1.6%","29","103","274","57","47","62","310","23","156","84","28","11","40"
"Brook Lopez","MIL","C,Flx","85","WAS","","770","26.55","95%","-0.4%","29","98","250","43","52","57","291","19","130","43","20","70","27"
"DeAndre Jordan","BKN","C,Flx","86","MIA","","769","29.58","92%","-0.4%","26","87","133","0","39","59","213","66","193","58","12","25","31"
"Alec Burks","GS","PG,SG,G,Flx","87","NYK","MIN Mon 10:30PM","766.5","28.39","76%","-0.3%","27","142","333","40","95","107","419","21","104","80","33","7","43"
"Nikola Vucevic","ORL","PF,C,Flx","88","PHI","CHI Mon 7:00PM","760","42.22","99%","+0.2%","18","123","277","21","47","56","314","49","152","61","16","18","22"
"Kyle Lowry","TOR","PG,G,Flx","89","PHX","@IND Mon 7:00PM","755","41.94","98%","-0.2%","18","107","257","53","96","111","363","11","81","135","21","6","52"
"Joe Harris","BKN","SG,G,SF,Flx","90","WAS","","752","25.93","86%","-0.7%","29","161","333","79","28","37","429","25","91","61","19","10","42"
"Aaron Gordon","ORL","SF,PF,Flx","91","LAL","CHI Mon 7:00PM","743.5","28.6","98%","-0.2%","26","128","315","30","57","81","343","47","136","76","17","13","37"
"Jeff Teague","MIN","PG,G,Flx","92","MEM","@GS Mon 10:30PM","741","30.88","93%","+0.3%","24","107","234","26","99","114","339","13","56","162","20","9","52"
"T.J. Warren","IND","SF,PF,Flx","93","NYK","TOR Mon 7:00PM","738.5","24.62","93%","+0.1%","30","211","424","37","65","79","524","25","80","31","30","12","39"
"OG Anunoby","TOR","SF,PF,Flx","94","BOS","@IND Mon 7:00PM","738","26.36","91%","+0.7%","28","126","249","40","27","42","319","29","132","49","32","23","36"
"Patrick Beverley","LAC","PG,SG,G,Flx","95","POR","","730","27.04","78%","+1.1%","27","80","197","39","14","23","213","34","127","91","39","17","35"
"Dillon Brooks","MEM","SG,G,SF,Flx","96","SAS","SA Mon 8:00PM","729.5","24.32","74%","+1%","30","155","383","55","69","83","434","29","79","63","32","12","44"
"Dejounte Murray","SA","PG,G,Flx","97","LAL","@MEM Mon 8:00PM","722.5","28.9","97%","+1.5%","25","103","215","8","43","55","257","30","120","104","44","9","55"
"PJ Washington","CHA","SF,PF,Flx","98","DET","","721","25.75","81%","-4.4%","28","127","264","39","50","71","343","26","121","49","28","26","38"
"RJ Barrett","NY","SG,G,SF,Flx","99","NYK","WAS Mon 7:00PM","711.5","24.53","97%","-0.3%","29","150","386","30","73","133","403","29","122","82","32","13","61"
"Marc Gasol","TOR","C,Flx","100","BOS","@IND Mon 7:00PM","708","26.22","85%","-2.6%","27","63","173","31","21","28","178","23","156","92","22","30","33"
"Joe Ingles","UTA","SG,G,SF,Flx","101","SAS","@MIA Mon 7:30PM","702","24.21","91%","+6.6%","29","89","215","49","32","40","259","13","114","124","28","4","60"
"Collin Sexton","CLE","PG,SG,G,Flx","102","SAS","ATL Mon 7:00PM","699.5","24.12","94%","+0.1%","29","196","439","26","91","110","509","28","59","70","29","2","57"
"Derrick Rose","DET","PG,SG,G,Flx","103","MIL","PHI Mon 7:00PM","699.5","29.15","93%","+1.4%","24","161","333","21","53","61","396","13","39","143","18","8","59"
"Robert Covington","MIN","SF,PF,Flx","104","MIA","@GS Mon 10:30PM","698","25.85","96%","-0.1%","27","112","258","54","49","56","327","19","126","29","40","22","43"
"Mitchell Robinson","NY","C,Flx","105","NOP","WAS Mon 7:00PM","694.5","26.71","97%","+0.7%","26","108","156","0","50","77","266","81","94","14","21","46","19"
"JJ Redick","NO","SG,G,Flx","106","DEN","@POR Mon 10:00PM","690","24.64","89%","-0.9%","28","139","313","92","74","84","444","5","79","57","11","6","34"
"Glenn Robinson III","GS","SG,G,SF,Flx","107","NYK","MIN Mon 10:30PM","687.5","22.92","53%","-1%","30","139","305","39","30","36","347","45","95","47","28","8","26"
"Paul Millsap","DEN","PF,C,Flx","108","MIA","@PHO Mon 9:00PM","682","26.23","87%","-0.1%","26","117","241","30","73","83","337","50","101","33","21","20","33"
"Frank Kaminsky","PHO","PF,C,Flx","109","OKC","DEN Mon 9:00PM","679","23.41","52%","-0.4%","29","119","266","36","55","82","329","30","124","70","13","10","29"
"Kris Dunn","CHI","PG,SG,G,Flx","110","UTA","@ORL Mon 7:00PM","675","21.77","55%","+1.9%","31","92","213","15","19","27","218","17","89","96","62","12","34"
"Bruce Brown Jr.","DET","PG,SG,G,Flx","111","SAS","PHI Mon 7:00PM","673","22.43","47%","+9.8%","30","95","217","17","38","59","245","29","103","110","32","15","57"
"Norman Powell","TOR","SG,G,SF,Flx","112","LAC","@IND Mon 7:00PM","671.5","24.87","73%","-3.4%","27","140","284","51","57","69","388","15","90","46","30","11","43"
"Willie Cauley-Stein","GS","PF,C,Flx","113","CHA","MIN Mon 10:30PM","671","24.85","83%","-0.7%","27","97","174","0","24","38","218","42","131","41","32","36","27"
"Ivica Zubac","LAC","C,Flx","114","NYK","","671","20.97","56%","-2.6%","32","103","173","0","58","77","264","71","133","29","7","30","31"
"George Hill","MIL","PG,SG,G,Flx","115","MIA","","669","23.07","40%","+3.2%","29","104","191","47","43","50","298","30","65","88","24","2","24"
"Larry Nance Jr.","CLE","PF,C,Flx","116","UTA","ATL Mon 7:00PM","662.5","24.54","84%","-5.2%","27","89","180","28","26","37","232","47","148","42","21","13","26"
"Bogdan Bogdanovic","SAC","SG,G,SF,Flx","117","UTA","HOU Mon 10:00PM","659","26.36","92%","-0.1%","25","130","301","67","37","53","364","7","61","97","30","2","50"
"Jordan Clarkson","CLE","PG,SG,G,Flx","118","PHI","ATL Mon 7:00PM","658.5","22.71","65%","-5.7%","29","144","326","59","76","86","423","21","48","70","17","8","39"
"D.J. Augustin","ORL","PG,G,Flx","119","CLV","CHI Mon 7:00PM","655","22.59","53%","+5.4%","29","98","246","34","73","81","303","12","59","137","20","1","39"
"Rudy Gay","SA","SF,PF,Flx","120","CLV","@MEM Mon 8:00PM","653.5","23.34","72%","-0.4%","28","110","249","24","56","63","300","33","135","53","13","18","46"
"DAngelo Russell","GS","PG,SG,G,Flx","121","ORL","MIN Mon 10:30PM","651.5","36.19","99%","-0.2%","18","140","330","55","60","81","395","5","53","113","17","7","58"
"Garrett Temple","BKN","SG,G,SF,Flx","122","SAS","","651","22.45","43%","-4.1%","29","112","281","64","30","39","318","16","78","73","27","14","35"
"Markelle Fultz","ORL","PG,SG,G,Flx","123","MIN","CHI Mon 7:00PM","648","23.14","81%","-1.5%","28","133","280","11","48","63","325","12","63","116","34","6","50"
"Eric Paschall","GS","SF,PF,Flx","124","WAS","MIN Mon 10:30PM","646","23.93","73%","-5.1%","27","155","314","18","89","110","417","37","94","45","10","9","41"
"Bobby Portis","NY","PF,C,Flx","125","ATL","WAS Mon 7:00PM","642.5","21.42","48%","+0.1%","30","114","263","33","30","40","291","44","133","36","20","9","29"
"Tyler Herro","MIA","SG,G,SF,Flx","126","TOR","UTA Mon 7:30PM","639","22.82","82%","-2%","28","140","334","56","53","61","389","8","105","60","20","3","52"
"JaVale McGee","LAL","C,Flx","127","PHX","","631.5","21.05","60%","+0.8%","30","96","152","1","21","34","214","60","122","19","16","41","26"
"Ish Smith","WAS","PG,G,Flx","128","PHX","@NY Mon 7:00PM","631.5","22.55","44%","-6.1%","28","112","246","26","19","28","269","13","66","121","22","11","37"
"Dwight Howard","LAL","PF,C,Flx","129","DAL","","628.5","20.95","64%","-0.2%","30","85","113","1","35","75","206","67","140","21","12","39","38"
"Donte DiVincenzo","MIL","SG,G,Flx","130","HOU","","621.5","22.2","57%","+12.3%","28","89","206","34","25","32","237","25","100","61","43","7","31"
"Rui Hachimura","WAS","SF,PF,Flx","131","DET","@NY Mon 7:00PM","621","24.84","89%","-3.4%","25","146","303","10","46","54","348","39","106","40","18","3","20"
"Nerlens Noel","OKC","PF,C,Flx","132","BRK","","619.5","22.12","59%","-1.6%","28","86","131","0","46","56","218","39","97","36","27","40","29"
"Coby White","CHI","PG,G,Flx","133","SAC","@ORL Mon 7:00PM","618","19.94","65%","-6.3%","31","124","348","58","40","50","346","9","101","74","23","2","44"
"Duncan Robinson","MIA","SG,G,SF,PF,Flx","134","ATL","UTA Mon 7:30PM","618","21.31","52%","-3.6%","29","118","246","94","17","18","347","5","83","26","19","10","17"
"DeAndre Hunter","ATL","SF,Flx","135","NOP","@CLE Mon 7:00PM","616.5","21.26","75%","-3.2%","29","131","328","49","56","72","367","14","103","55","19","8","45"
"Jakob Poeltl","SA","C,Flx","136","BOS","@MEM Mon 8:00PM","616","22","46%","-8.6%","28","69","116","0","22","38","160","61","104","50","16","41","25"
"Tim Hardaway Jr.","DAL","SG,G,SF,Flx","137","LAC","","613","21.14","72%","-2.7%","29","136","333","74","49","61","395","10","68","53","18","3","26"
"Dorian Finney-Smith","DAL","SF,PF,Flx","138","ORL","","612.5","21.12","24%","+2.8%","29","92","192","39","32","45","255","52","99","39","19","13","29"
"Brandon Clarke","MEM","PF,C,Flx","139","MEM","SA Mon 8:00PM","612","25.5","89%","+1.5%","24","133","206","13","29","38","308","35","105","29","10","20","24"
"Draymond Green","GS","PF,C,Flx","140","LAC","MIN Mon 10:30PM","610","30.5","97%","0%","20","64","156","14","37","51","179","8","108","114","35","11","44"
"Lonzo Ball","NO","PG,G,Flx","141","HOU","@POR Mon 10:00PM","610","27.73","96%","+0.5%","22","84","221","43","14","28","225","20","83","117","28","6","59"
"Josh Richardson","PHI","SG,G,SF,Flx","142","OKC","@DET Mon 7:00PM","608","26.43","97%","-0.3%","23","127","290","41","47","60","342","20","60","73","24","13","49"
"Gary Harris","DEN","SG,G,SF,Flx","143","PHX","@PHO Mon 9:00PM","608","21.71","74%","+1%","28","118","275","41","39","48","316","15","66","64","35","8","26"
"Marquese Chriss","GS","PF,C,Flx","144","SAS","MIN Mon 10:30PM","604","20.83","28%","-7%","29","74","152","4","61","76","213","48","107","54","19","28","41"
"Royce ONeale","UTA","SF,PF,Flx","145","MIA","@MIA Mon 7:30PM","602.5","20.78","24%","+3.1%","29","67","143","38","14","18","186","5","132","75","27","8","25"
"Danny Green","LAL","SG,G,SF,Flx","146","MIL","","599.5","19.98","62%","0%","30","89","211","59","19","24","256","21","93","37","34","16","30"
"Kelly Olynyk","MIA","PF,C,Flx","147","MIL","UTA Mon 7:30PM","599","20.66","51%","-6.8%","29","82","181","44","45","51","253","25","122","40","23","10","38"
"Myles Turner","IND","PF,C,Flx","148","DAL","TOR Mon 7:00PM","596","27.09","98%","+0.5%","22","92","210","32","38","52","254","29","95","26","15","50","32"
"Thomas Bryant","WAS","C,Flx","149","DET","@NY Mon 7:00PM","593","32.94","97%","+0.1%","18","101","184","10","39","53","251","42","111","48","8","18","24"
"Delon Wright","DAL","PG,SG,G,Flx","150","OKC","","591.5","21.91","66%","+0.3%","27","72","149","15","38","44","197","24","71","88","37","8","19"
"Mason Plumlee","DEN","PF,C,Flx","151","OKC","@PHO Mon 9:00PM","591","21.11","29%","-1.6%","28","78","133","0","35","65","191","51","108","69","18","21","42"
"Alex Len","ATL","PF,C,Flx","152","IND","@CLE Mon 7:00PM","588","20.28","55%","-5%","29","101","184","12","35","51","249","49","106","32","15","22","29"
"Justin Holiday","IND","SG,G,SF,Flx","153","MIL","TOR Mon 7:00PM","588","19.6","30%","+1.2%","30","81","202","46","20","25","228","14","101","46","32","18","17"
"Markieff Morris","DET","PF,C,Flx","154","OKC","PHI Mon 7:00PM","585.5","20.19","33%","+3.4%","29","118","254","51","34","45","321","16","100","50","18","7","52"
"Josh Hart","NO","SG,G,SF,Flx","155","ORL","@POR Mon 10:00PM","581","25.26","71%","+3.1%","23","89","212","53","33","41","264","22","116","34","24","7","30"
"Thaddeus Young","CHI","SF,PF,Flx","156","OKC","@ORL Mon 7:00PM","577","19.23","52%","-3.7%","30","107","268","32","18","32","264","44","86","54","31","8","47"
"Bismack Biyombo","CHA","PF,C,Flx","157","WAS","","575","18.55","31%","+8.8%","31","97","170","0","53","91","247","70","102","29","6","23","21"
"Cedi Osman","CLE","SF,PF,Flx","158","NYK","ATL Mon 7:00PM","570.5","19.67","48%","-2.4%","29","105","245","48","23","38","281","11","82","61","30","9","38"
"T.J. McConnell","IND","PG,SG,G,Flx","159","MIL","TOR Mon 7:00PM","570.5","20.38","21%","+3.8%","28","90","176","3","12","13","195","14","60","140","18","5","39"
"Kent Bazemore","POR","SG,G,SF,Flx","160","DEN","NO Mon 10:00PM","569.5","18.98","44%","-7.5%","30","83","228","40","42","51","248","10","109","45","30","23","43"
"Langston Galloway","DET","PG,SG,G,Flx","161","PHI","PHI Mon 7:00PM","569","18.97","32%","-2.6%","30","112","256","69","51","57","344","11","54","41","20","8","21"
"Mike Conley","UTA","PG,G,Flx","162","IND","@MIA Mon 7:30PM","564.5","25.66","94%","+0.3%","22","99","271","40","61","76","299","16","57","102","16","4","45"
"Marcus Smart","BOS","PG,SG,G,Flx","163","BOS","","562.5","28.12","89%","-2.4%","20","82","212","42","29","33","235","19","48","91","26","9","25"
"Jalen Brunson","DAL","PG,G,Flx","164","POR","","562","19.38","58%","+12.5%","29","99","204","23","31","41","252","16","64","109","14","1","34"
"Maxi Kleber","DAL","PF,C,Flx","165","IND","","560.5","20.02","34%","-1%","28","81","178","39","32","36","233","43","103","27","7","20","21"
"Troy Brown","WAS","SG,G,SF,Flx","166","CHI","@NY Mon 7:00PM","552","22.08","46%","-0.9%","25","85","183","14","30","39","214","34","96","53","33","3","26"
"Goran Dragic","MIA","PG,SG,G,Flx","167","MIA","UTA Mon 7:30PM","547.5","28.82","87%","-0.2%","19","103","220","43","56","79","305","6","53","98","12","5","49"
"Jaxson Hayes","NO","PF,C,Flx","168","MIN","@POR Mon 10:00PM","547","20.26","51%","+2.8%","27","90","143","1","59","92","240","51","79","24","19","29","23"
"Tyus Jones","MEM","PG,G,Flx","169","IND","SA Mon 8:00PM","543.5","18.12","29%","-4.6%","30","72","180","12","21","28","177","2","46","146","29","4","32"
